name,SubCategory,OS,Country,City,Support Group,Virtual,Shared
ITSBEBEEMDAS01,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEMDAS02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEMF04,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEEMF05,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEMF06,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEEMF07,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEMF08,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEEMF09,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEEMF12,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEMF13,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEMF14,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEMF15,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEMF19,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEMF20,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEMF21,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEMF22,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEMF23,Windows,,BELGIUM,BEERSE,BUIT MANAGED,FALSE,FALSE
ITSBEBEENF01,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEENF02,Windows,Win2003 Standard x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEENF03,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEENF04,Windows,,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEEPO001,Windows,,,UNKNOWN,WINDOWS L1,FALSE,FALSE
ITSBEBEEPO999,Windows,Win2003,UNITED STATES,MORRIS PLAINS,WINDOWS L1,TRUE,FALSE
ITSBEBEESPBM01,Windows,Win2003 Enterprise x64,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEESPBM02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEESPC01N1,Windows,Win2003 Enterprise x64,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEESPC01N2,Windows,Win2003 Enterprise x64,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEESPC02N1,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEESPC02N2,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEESPCDB2,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEESPCM02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEESPFT01,Windows,Win2003 Enterprise x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEESPFT02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEESPPM01,Windows,Win2003 Enterprise x64,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEESPPM02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEESPRDB2,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEESPRP02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEESPTP02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEESQBM02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEESQC02N1,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEESQC02N2,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEESQCDB2,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEESQCM02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEESQFT02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEESQPM02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEESTOCK1,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEETMS03,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEETRIC01,Windows,Win2003,BELGIUM,BEERSE,LMW INTERNAL,TRUE,FALSE
ITSBEBEEUDC1,Windows,Win2003 Enterprise x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEUDC11,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEEUDC12,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEEUDC13,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEEUDC14,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEEUDC15,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEEUDC2,Windows,Win2003 Enterprise x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEUDC3,Windows,Win2003 Enterprise x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEUDC31,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEUDC4,Windows,Win2003 Standard x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEUDC41,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEUDC42,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEUDFS01,Windows,Win2003 Enterprise x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEUDFS11,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEUTCP1,Windows,Win2003 Standard x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEUTCP2,Windows,Win2003 Standard x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEEWCS01,Windows,Win2003,BELGIUM,BEERSE,LMW INTERNAL,TRUE,FALSE
ITSBEBEEWMS01,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEFCS01,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEFCSC01,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEFCSE01,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEFCSR01,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEFPC01N1,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEFPC01N2,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEFPC04N1,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEFPC04N2,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEFPC06N1,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEFPC06N2,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEFPS00N1,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEFR002,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEFSP00N1,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEFSP00N2,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEGAPSD1,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEGAPSD2,Windows,Win2003 Standard x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEGAPSI1,Windows,Win2003,UNITED STATES,RARITAN,WINDOWS L1,TRUE,FALSE
ITSBEBEGAPST1,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEGFSMIG01,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEGFSMIG02,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEGFSMIG03,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGFSMIG04,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGFSMIG05,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGFSMIG06,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEGFSMIG07,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMBB08,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEGMD001,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEGMD002,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEGMD003,Windows,Win2003 Enterprise x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEGMDGO01,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGO02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGO03,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,TRUE
ITSBEBEGMDGO04,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGO05,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGO06,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGP01,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGP02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGP03,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGP04,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGP05,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGP06,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGQ01,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGQ02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGQ03,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGQ04,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGQ05,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGQ06,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGR01,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGR02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGR03,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGR04,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGR05,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGR06,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGS01,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGS02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGS03,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGS04,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGS05,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGS06,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGT01,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGT02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGT03,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGT04,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGT05,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGT06,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGU01,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGU02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGU03,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGU04,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGU05,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDGU06,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMDO01,Windows,Win2008 R2,,,,FALSE,FALSE
ITSBEBEGMDO02,Windows,Win2008 R2,,,,FALSE,FALSE
ITSBEBEGMHTS01,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMHTS02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMHTS03,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMHTS04,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMHTS05,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMHTS06,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMPF01,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMPF02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMPF03,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMPF04,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMPF05,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMPF06,Windows,Win2008 R2 Standard,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGMQ001,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEGMQ002,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEGMQ003,Windows,Win2003 Enterprise x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEGTSC003,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEGTSC004,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEGTSC005,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGTSC006,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGTSC007,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEGTSC008,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEHITS01,Windows,Win2003 Enterprise x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEHUSFA01,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEHUSUN01,Windows,Win2003 Enterprise x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEICD01,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEIDS0001,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEIIS00,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEIIS01,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEIIS04,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEIIS2D,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEIIS2P,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEIMP01,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEIMS0001,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEIMS0002,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEINFAD21,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEINFAD22,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEINFAP01,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEINFAP03,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEINFAP21,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEINFAP22,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEINFAS01,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEIRISP01,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEIRISP02,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEIRISP03,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEITR001,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEJACIS01,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEJJDC22,Windows,Win2008 R2,BELGIUM,BEERSE,IDENTITY & DIRECTORY SERVICES L1,TRUE,FALSE
ITSBEBEJJDC23,Windows,Win2008 R2,BELGIUM,BEERSE,IDENTITY & DIRECTORY SERVICES L1,TRUE,FALSE
ITSBEBEJMPSVRP1,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEJNJCA12,Windows,Win2008 R2,BELGIUM,BEERSE,IDENTITY & DIRECTORY SERVICES L1,FALSE,FALSE
ITSBEBEJNJCA2,Windows,Win2003,BELGIUM,BEERSE,IDENTITY & DIRECTORY SERVICES L1,FALSE,FALSE
ITSBEBEJNJDC1,Windows,Win2003 Enterprise x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEJNJDC11,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEJNJDC12,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEJNJDC13,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEJNJDC14,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEJNJDC15,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
ITSBEBEJNJDC2,Windows,Win2003 Enterprise x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEJNJDC31,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEJNJDC4,Windows,Win2003 Standard x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEJNJDC41,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEJNJDC42,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEJNJDC5,Windows,Win2003 Standard x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEJNJDFS11,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEJNJDFS12,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEJRPPR01,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEJRPRD01,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEJSCCTXP1,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEJUK01,Windows,Win2003 Enterprise x64,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEKRNCM01,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEKRNCM02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEKRNCM03,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEKRNDV01,Windows,Win2008 R2 Standard,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEKRNDV1,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEKRNJB04,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEKRNJB05,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEKRNJB06,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEKRNJB07,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEKRNQA01,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEKRNQA02,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEKRNRM01,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEKRNRP01,Windows,Win2008 R2,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEKRNTR01,Windows,Win2008 R2 Standard,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEKRNTR02,Windows,Win2008 R2 Standard,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
ITSBEBEL00001,Linux,SUSE Linux Enterprise Server (SLES) 10,BELGIUM,BEERSE,LINUX L1,TRUE,FALSE
ITSBEBEL00002,Linux,SUSE Linux Enterprise Server (SLES) 10,BELGIUM,BEERSE,LINUX L1,TRUE,FALSE
ITSBEBEL00003,Linux,SUSE Linux Enterprise Server (SLES) 10,BELGIUM,BEERSE,LINUX L1,TRUE,FALSE
ITSBEBEL00004,Linux,SUSE Linux Enterprise Server (SLES) 10,BELGIUM,BEERSE,LINUX L1,TRUE,FALSE
ITSBEBEL00005,Linux,SUSE Linux Enterprise Server (SLES) 10,BELGIUM,BEERSE,LINUX L1,TRUE,FALSE
ITSBEBEL00006,Linux,SUSE Linux Enterprise Server (SLES) 10,BELGIUM,BEERSE,LINUX L1,TRUE,FALSE
ITSBEBEL00007,Linux,SUSE Linux Enterprise Server (SLES) 10,BELGIUM,BEERSE,LINUX L1,TRUE,FALSE
ITSBEBEL00008,Linux,SUSE Linux Enterprise Server (SLES) 10,BELGIUM,BEERSE,LINUX L1,TRUE,FALSE
ITSBEBEL00009,Linux,SUSE Linux Enterprise Server (SLES) 10,BELGIUM,BEERSE,LINUX L1,TRUE,FALSE
ITSBEBEL00010,Linux,SUSE Linux Enterprise Server (SLES) 10,BELGIUM,BEERSE,LINUX L1,FALSE,FALSE
ITSBEBEL00011,Linux,SUSE Linux Enterprise Server (SLES) 10,BELGIUM,BEERSE,LINUX L1,FALSE,FALSE
ITSBEBEL00012,Linux,SUSE Linux Enterprise Server (SLES) 10,BELGIUM,BEERSE,LINUX L1,FALSE,FALSE
ITSBEBEL00013,Linux,SUSE Linux Enterprise Server (SLES) 10,BELGIUM,BEERSE,LINUX L1,FALSE,FALSE
ITSBEBEL00014,Linux,SUSE Linux Enterprise Server (SLES) 10,BELGIUM,BEERSE,LINUX L1,FALSE,FALSE
ITSBEBEL00015,Linux,Linux Red Hat,BELGIUM,BEERSE,LINUX L1,FALSE,FALSE
ITSBEBEL00016,Linux,Linux Red Hat,BELGIUM,BEERSE,LINUX L1,FALSE,FALSE
