name,SubCategory,OS,Country,City,Support Group,Virtual,Shared
0024E86FB717-CLV01L1,Windows,,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
0024E87E0E9A-1MV01L1,Windows,,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
0024E87E8ABF-6QYC0L1,Windows,,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
0024E87EA612-BQYC0L1,Windows,,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
0024E87EE557-5X1B0L1,Windows,,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
006H353B,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
007H2343,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
014A13F7,Unix,,BELGIUM,BEERSE,UNIX L1,FALSE,FALSE
0151-1240-9652-3276-1305-7182-43,Server,,,,,TRUE,FALSE
016A037F,Unix,SunOS,BELGIUM,BEERSE,UNIX L1,FALSE,FALSE
021AR9VVS4VI,Windows,,CHINA,SHANGHAI,WINDOWS L1,FALSE,FALSE
021BD9VWK9OW,Windows,,RUSSIA,MOSCOW,WINDOWS L1,FALSE,FALSE
021BD9VWN64K,Windows,,CHINA,BEIJING,WINDOWS L1,FALSE,FALSE
040C00BF,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
0415-2798-6287-6788-1535-3441-06,Server,,,,,TRUE,FALSE
042H3EE3,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
042H3EE9,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
0434AD1011,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
043C1EB7,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
044C01DD,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
044C029B,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
044C143E,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
044C1445,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
044C1512,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
044C1527,Unix,,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
045C31EA,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
0522AD803B,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,TRUE
0524AD82B5,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
0527AN000B,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
0533AL5848,Unix,SunOS,BELGIUM,BEERSE,UNIX L1,FALSE,FALSE
06KGL49,Windows,,UNITED STATES,SPRING HOUSE,WINDOWS L1,FALSE,FALSE
0712-5496-6119-2545-7639-6195-12,Windows,,UNITED STATES,MORRIS PLAINS,WINDOWS L1,TRUE,FALSE
0828QAT0D7,Windows,,UNITED STATES,RARITAN,BUIT MANAGED,FALSE,FALSE
0828QAT0FD,Windows,,UNITED STATES,RARITAN,BUIT MANAGED,FALSE,FALSE
0828QAT133,Windows,,UNITED STATES,RARITAN,BUIT MANAGED,FALSE,FALSE
0828QAT13E,Windows,,UNITED STATES,RARITAN,BUIT MANAGED,FALSE,FALSE
0838QBT04D,Windows,,BELGIUM,BEERSE,BUIT MANAGED,FALSE,FALSE
0838QBT054,Windows,,BELGIUM,BEERSE,BUIT MANAGED,FALSE,FALSE
0933-9205-2798-8082-3411-3945-25,Windows,,UNITED STATES,MORRIS PLAINS,WINDOWS L1,TRUE,FALSE
0945-3089-9226-1605-4373-6829-88,Windows,,UNITED STATES,MORRIS PLAINS,WINDOWS L1,TRUE,FALSE
1145-7690-4455-9398-3732-2892-16,Server,,,,,TRUE,FALSE
121C0504,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
121S0AE4,Unix,,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
1237-1506-5274-1998-9829-9112-26,Windows,,UNITED STATES,MORRIS PLAINS,WINDOWS L1,TRUE,FALSE
127S0585,Unix,,BELGIUM,BEERSE,UNIX L1,FALSE,FALSE
1307-6555-1829-7425-9231-3513-18,Windows,,UNITED STATES,MORRIS PLAINS,WINDOWS L1,TRUE,FALSE
131S0931,Unix,SunOS,BELGIUM,BEERSE,UNIX L1,FALSE,FALSE
1329-4302-3949-3955-7641-7294-02,Server,,,,,TRUE,FALSE
132S06FC,Unix,SunOS,BELGIUM,BEERSE,UNIX L1,FALSE,FALSE
133S025D,Unix,SunOS,BELGIUM,BEERSE,UNIX L1,FALSE,FALSE
135S0907,Unix,,BRAZIL,SAO JOSE DOS CAMPOS,UNIX L1,FALSE,FALSE
146C07F1,Unix,,AUSTRALIA,SYDNEY,UNIX L1,FALSE,FALSE
151C0A57,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
15XB45J,Windows,,BELGIUM,LA LOUVIERE,WINDOWS L1,FALSE,FALSE
16NQXC1,Linux,,UNITED STATES,RARITAN,LINUX L1,FALSE,FALSE
1731-0681-5332-5245-6728-3638-77,Windows,,UNITED STATES,MORRIS PLAINS,WINDOWS L1,TRUE,FALSE
1875-0492-6129-3203-3496-0530-80,Server,,,,,TRUE,FALSE
1C612D1,Linux,,UNITED STATES,RARITAN,LINUX L1,FALSE,FALSE
1GP6PC1,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
1HGJ5F1,Windows,,SLOVENIA,LJUBLJANA,WINDOWS L1,FALSE,FALSE
1MC2PC1,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
1NYVZ2J,Windows,,IRELAND,CORK,BUIT MANAGED,FALSE,FALSE
1Q9K11X,Windows,,,UNKNOWN,WINDOWS L1,FALSE,FALSE
2120-4728-4359-1495-4992-8298-55,Server,,,,,TRUE,FALSE
2165-3115-5124-4698-6301-3727-10,Windows,,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
217GJ1S,Windows,,INDIA,MUMBAI,WINDOWS L1,FALSE,FALSE
2261-1078-8773-4340-0427-8094-61,Server,,,,,TRUE,FALSE
234C5B0F,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
234C5B10,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
2393-5842-3047-7290-5549-0380-85,Windows,,,,,TRUE,FALSE
246C586C,Unix,SunOS,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
24K9Q2J,Windows,,SLOVENIA,LJUBLJANA,WINDOWS L1,FALSE,FALSE
250Z03BE,Unix,,UNITED STATES,MALVERN,UNIX L1,FALSE,FALSE
258  MQPGS6I,Server,,,,,FALSE,FALSE
258  MQPHTNM,Windows,,UNITED STATES,LOS ANGELES,WINDOWS L1,FALSE,FALSE
2580M9VPM0DU,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2580TMQPXFFL,Windows,,PUERTO RICO,GUAYNABO,WINDOWS L1,FALSE,FALSE
2580WMQQ4HEH,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2580WMQQ5JM3,Windows,,UNITED STATES,MENLO PARK,WINDOWS L1,FALSE,FALSE
258AA9VQ903M,Windows,,UNITED STATES,JACKSONVILLE,WINDOWS L1,FALSE,FALSE
258AB9VQN3JX,Windows,,CANADA,TORONTO,WINDOWS L1,FALSE,FALSE
258AB9VQQ1FA,Windows,,PUERTO RICO,CABO ROJO,WINDOWS L1,FALSE,FALSE
258AB9VQQ4AM,Windows,,MEXICO,MEXICO CITY,WINDOWS L1,FALSE,FALSE
258ABMQQF3DX,Windows,,VENEZUELA,VALENCIA,WINDOWS L1,FALSE,FALSE
258ABMQQJEIQ,Windows,,NETHERLANDS,LEIDEN,WINDOWS L1,FALSE,FALSE
258AG9VR70YR,Windows,,UNITED STATES,WEST CHESTER,WINDOWS L1,FALSE,FALSE
258BB9VXS00Q,Windows,,FRANCE,VAL DE REUIL,WINDOWS L1,FALSE,FALSE
258MQPHTNM,Windows,,UNITED STATES,LOS ANGELES,WINDOWS L1,FALSE,FALSE
25DDSR1,Linux,,UNITED STATES,RARITAN,BI-TERADATA,FALSE,TRUE
25JC65J,Server,,BELGIUM,BEERSE,SECURITY EVENT & LOG MGT,FALSE,FALSE
283961-001,Windows,,SLOVENIA,LJUBLJANA,WINDOWS L1,FALSE,FALSE
2876F,Windows,,UNITED STATES,RARITAN,BUIT MANAGED,FALSE,FALSE
29ZQKC1,Server,,BELGIUM,BEERSE,PKI & JJEDS ENTERPRISE DIRECTORY SERVICE,FALSE,FALSE
2A4BY9QTO0O5,Windows,,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
2B4K301,Windows,,UNITED STATES,MOUNTAIN VIEW,WINDOWS L1,FALSE,FALSE
2CAANXQTK3K8,Windows,,BRAZIL,SAO PAULO,WINDOWS L1,FALSE,FALSE
2CAARMQTZ6K3,Server,,,,,FALSE,FALSE
2CAATXQTO4N5,Windows,,FRANCE,DIJON,WINDOWS L1,FALSE,FALSE
2CABF9VUA05E,Windows,,ITALY,BORGO SAN MICHELE,WINDOWS L1,FALSE,FALSE
2CABJ9VVL0B9,Windows,,SWEDEN,SOLLENTUNA,WINDOWS L1,FALSE,FALSE
2CABL9VZ10XK,Windows,,EGYPT,CAIRO,WINDOWS L1,FALSE,FALSE
2G6BH5J,Server,,UNITED STATES,RARITAN,SECURITY EVENT & LOG MGT,FALSE,FALSE
2GJZ61J,Server,,SOUTH AFRICA,WOODMEAD,BUIT MANAGED,FALSE,FALSE
2LR6NQ1,Linux,,UNITED STATES,RARITAN,BI-TERADATA,FALSE,TRUE
2M2028054D,Windows,,UNITED STATES,FORT WASHINGTON,WINDOWS L1,FALSE,FALSE
2M20280556,Windows,,UNITED STATES,FORT WASHINGTON,WINDOWS L1,FALSE,FALSE
2M20290025,Windows,,UNITED STATES,FORT WASHINGTON,WINDOWS L1,FALSE,FALSE
2M20290030,Windows,,UNITED STATES,JACKSONVILLE,WINDOWS L1,FALSE,FALSE
2M202901KE,Windows,,UNITED STATES,FORT WASHINGTON,WINDOWS L1,FALSE,FALSE
2M203801X2,Windows,,UNITED STATES,FORT WASHINGTON,WINDOWS L1,FALSE,FALSE
2M203900TL,Windows,,UNITED STATES,FORT WASHINGTON,WINDOWS L1,FALSE,FALSE
2M204801NT,Windows,,UNITED STATES,COPPELL,WINDOWS L1,FALSE,FALSE
2M204801P0,Windows,,UNITED STATES,IRVING,WINDOWS L1,FALSE,FALSE
2M204801P8,Windows,,UNITED STATES,IRVING,WINDOWS L1,FALSE,FALSE
2M204801PU,Windows,,UNITED STATES,IRVING,WINDOWS L1,FALSE,FALSE
2M204801RR,Windows,,UNITED STATES,IRVING,WINDOWS L1,FALSE,FALSE
2M204900CZ,Windows,,UNITED STATES,IRVING,WINDOWS L1,FALSE,FALSE
2M204900D0,Windows,,UNITED STATES,IRVING,WINDOWS L1,FALSE,FALSE
2M2103014V,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2M2103015E,Windows,,UNITED STATES,HAZELWOOD,WINDOWS L1,FALSE,FALSE
2M2103015N,Windows,,UNITED STATES,CINCINNATI,WINDOWS L1,FALSE,FALSE
2M2203011U,Windows,,UNITED STATES,ROCHESTER,WINDOWS L1,FALSE,FALSE
2M221201PE,Windows,,PUERTO RICO,GURABO,BUIT MANAGED,FALSE,FALSE
2M2316004D,VMWare,,UNITED STATES,ATHENS,VIRTUALIZATION L1,FALSE,FALSE
2MQ8K91,Windows,,UNITED STATES,SANTA BARBARA,WINDOWS L1,FALSE,FALSE
2TB8WW1,Linux,,UNITED STATES,RARITAN,BI-TERADATA,FALSE,TRUE
2UX00106P1,Windows,,PUERTO RICO,GURABO,BUIT MANAGED,FALSE,FALSE
2UX00106P2,Windows,,PUERTO RICO,GURABO,BUIT MANAGED,FALSE,FALSE
2UX00106P3,Windows,,PUERTO RICO,GURABO,BUIT MANAGED,FALSE,FALSE
2UX00106PL,Windows,,PUERTO RICO,GURABO,BUIT MANAGED,FALSE,FALSE
2UX00302J4,Windows,,UNITED STATES,IRVING,WINDOWS L1,FALSE,FALSE
2UX010020F,Windows,,MEXICO,HUEJOTZINGO,WINDOWS L1,FALSE,FALSE
2UX54103LB,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX54202ME,Windows,,UNITED STATES,LITITZ,WINDOWS L1,FALSE,FALSE
2UX543003A,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX54300N8,Windows,,UNITED STATES,FORT WASHINGTON,WINDOWS L1,FALSE,FALSE
2UX54400JX,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX54400PZ,Windows,,UNITED STATES,ROCHESTER,WINDOWS L1,FALSE,FALSE
2UX54400R0,Windows,,PUERTO RICO,SAN GERMAN,WINDOWS L1,FALSE,FALSE
2UX54400R8,Windows,,UNITED STATES,FORT WASHINGTON,WINDOWS L1,FALSE,FALSE
2UX54501ST,Windows,,UNITED STATES,LA JOLLA,WINDOWS L1,FALSE,FALSE
2UX54501UA,Windows,,UNITED STATES,LA JOLLA,WINDOWS L1,FALSE,FALSE
2UX54501UZ,Windows,,UNITED STATES,MOUNTAIN VIEW,WINDOWS L1,FALSE,FALSE
2UX54501V1,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX54501V2,Windows,,UNITED STATES,JACKSONVILLE,WINDOWS L1,FALSE,FALSE
2UX54501V3,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX54501X1,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX54501XN,Windows,,MEXICO,JUAREZ,WINDOWS L1,FALSE,FALSE
2UX54501YC,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,TRUE
2UX54600LN,Windows,,CANADA,TORONTO,WINDOWS L1,FALSE,FALSE
2UX546021X,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,TRUE
2UX546025C,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX547008L,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX54701UH,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX5480034,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX54802X3,Windows,,UNITED STATES,ANN ARBOR,WINDOWS L1,FALSE,FALSE
2UX5480343,Windows,,UNITED STATES,MORRIS PLAINS,WINDOWS L1,FALSE,FALSE
2UX551017U,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX5520062,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX60100RH,Windows,,UNITED STATES,PISCATAWAY,WINDOWS L1,FALSE,FALSE
2UX60100X0,Windows,,UNITED STATES,PISCATAWAY,WINDOWS L1,FALSE,TRUE
2UX60700XR,Windows,,UNITED STATES,SOMERSET,WINDOWS L1,FALSE,FALSE
2UX60701Y8,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX60900AS,Windows,,UNITED STATES,IRVINE,WINDOWS L1,FALSE,FALSE
2UX60900BP,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX60900BU,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX60900C5,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX60900DH,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX6100074,Windows,,UNITED STATES,CARLSTADT,WINDOWS L1,FALSE,FALSE
2UX61000B5,Windows,,UNITED STATES,MALVERN,WINDOWS L1,FALSE,FALSE
2UX61000BP,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX612023D,Windows,,MEXICO,HUEJOTZINGO,WINDOWS L1,FALSE,FALSE
2UX6140141,Windows,,UNITED STATES,LITITZ,WINDOWS L1,FALSE,FALSE
2UX6230160,Windows,,UNITED STATES,LITITZ,WINDOWS L1,FALSE,FALSE
2UX62402NW,Windows,,UNITED STATES,LITITZ,WINDOWS L1,FALSE,FALSE
2UX62402NZ,Windows,,UNITED STATES,LITITZ,WINDOWS L1,FALSE,FALSE
2UX62402PY,Windows,,UNITED STATES,LITITZ,WINDOWS L1,FALSE,FALSE
2UX62402TW,Windows,,UNITED STATES,LITITZ,WINDOWS L1,FALSE,FALSE
2UX62402TZ,Windows,,UNITED STATES,LITITZ,WINDOWS L1,FALSE,FALSE
2UX62402VN,Windows,,UNITED STATES,LITITZ,WINDOWS L1,FALSE,FALSE
2UX62901AW,Windows,,PUERTO RICO,MANATI,BUIT MANAGED,FALSE,FALSE
2UX64001B1,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX64001H0,Windows,,UNITED STATES,TITUSVILLE,WINDOWS L1,FALSE,FALSE
2UX70203EW,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX708004B,Windows,,UNITED STATES,SANTA BARBARA,WINDOWS L1,FALSE,FALSE
2UX711V01D,Windows,,ITALY,SANTA PALOMBA,WINDOWS L1,FALSE,FALSE
2UX71602J1,Windows,,MEXICO,MEXICO CITY,WINDOWS L1,FALSE,FALSE
2UX71602KV,Windows,,CHILE,SANTIAGO,WINDOWS L1,FALSE,FALSE
2UX71800PA,Windows,,PUERTO RICO,MANATI,BUIT MANAGED,FALSE,FALSE
2UX73204HY,Windows,,PANAMA,PANAMA CITY,WINDOWS L1,FALSE,FALSE
2UX74600SS,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX751045X,Windows,,PUERTO RICO,GURABO,WINDOWS L1,FALSE,FALSE
2UX751046G,Windows,,PUERTO RICO,GURABO,WINDOWS L1,FALSE,FALSE
2UX802008M,Windows,,PUERTO RICO,GURABO,WINDOWS L1,FALSE,FALSE
2UX806020H,Windows,,UNITED STATES,ALBUQUERQUE,WINDOWS L1,FALSE,FALSE
2UX806022U,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX806022V,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX806022Y,Windows,,UNITED STATES,ALBUQUERQUE,WINDOWS L1,FALSE,FALSE
2UX80602D2,Windows,,UNITED STATES,MADISON,WINDOWS L1,FALSE,FALSE
2UX8140023,Windows,,UNITED STATES,SANTA BARBARA,WINDOWS L1,FALSE,FALSE
2UX815009R,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX81500A5,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX837004R,Windows,,NETHERLANDS,LEIDEN,WINDOWS L1,FALSE,FALSE
2UX83703J3,Windows,,VENEZUELA,VALENCIA,WINDOWS L1,FALSE,FALSE
2UX84106KS,Windows,,UNITED STATES,SANTA BARBARA,WINDOWS L1,FALSE,FALSE
2UX91503E4,Windows,,UNITED STATES,SANTA BARBARA,WINDOWS L1,FALSE,FALSE
2UX91503EL,Windows,,UNITED STATES,SANTA BARBARA,WINDOWS L1,FALSE,FALSE
2UX91503FG,Windows,,UNITED STATES,SANTA BARBARA,WINDOWS L1,FALSE,FALSE
2UX9180276,Windows,,UNITED STATES,SANTA BARBARA,WINDOWS L1,FALSE,FALSE
2UX92501V8,Windows,,PUERTO RICO,MANATI,BUIT MANAGED,FALSE,FALSE
2UX92501V9,Windows,,PUERTO RICO,MANATI,BUIT MANAGED,FALSE,FALSE
2UX92501VW,Windows,,PUERTO RICO,MANATI,BUIT MANAGED,FALSE,FALSE
2UX926059E,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX926059L,Linux,,UNITED STATES,RARITAN,LINUX L1,FALSE,FALSE
2UX926059P,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX926059U,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX926059V,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX93000MC,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX93000ME,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX93603KA,Windows,,PUERTO RICO,MANATI,BUIT MANAGED,FALSE,FALSE
2UX937039L,Windows,,UNITED STATES,IRVING,WINDOWS L1,FALSE,FALSE
2UX93800LG,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
2UX94101VO,Windows,,UNITED STATES,IRVING,WINDOWS L1,FALSE,FALSE
2UX95203WK,Windows,,UNITED STATES,IRVING,WINDOWS L1,FALSE,FALSE
2VVSW1J,Windows,,RUSSIA,MOSCOW,WINDOWS L1,FALSE,FALSE
2W1VQ1J,Windows,,IRELAND,CORK,WINDOWS L1,FALSE,FALSE
3159-5196-6125-4913-5931-2368-35,Server,,,,,TRUE,FALSE
33Y61G,Server,,UNITED KINGDOM,SUNBURY-ON-THAMES,BUIT MANAGED,FALSE,FALSE
3432-9612-8079-8646-2604-2986-00,Windows,,UNITED STATES,MORRIS PLAINS,WINDOWS L1,TRUE,FALSE
35JC65J,Server,,BELGIUM,BEERSE,SECURITY EVENT & LOG MGT,FALSE,FALSE
3603-3044-2358-7205-0946-5266-48,Windows,,,,,TRUE,FALSE
36-33240456,Linux,,UNITED STATES,RARITAN,BI-TERADATA,FALSE,FALSE
36-33240466,Linux,,UNITED STATES,RARITAN,BI-TERADATA,FALSE,FALSE
36-33240719,Windows,,UNITED STATES,RARITAN,BI-TERADATA,FALSE,FALSE
36-33243314,Linux,,UNITED STATES,RARITAN,BI-TERADATA,FALSE,FALSE
36-33247400,Linux,,UNITED STATES,RARITAN,BI-TERADATA,FALSE,FALSE
36-33247415,Linux,,UNITED STATES,RARITAN,BI-TERADATA,FALSE,FALSE
36-33247421,Linux,,,,BI-TERADATA,FALSE,FALSE
36A0F9VSM0IF,Windows,,CHINA,SHANGHAI,WINDOWS L1,FALSE,FALSE
36A0FMQSXABE,Windows,,ARGENTINA,BUENOS AIRES,WINDOWS L1,FALSE,FALSE
36A0FMQT0ITK,Windows,,MEXICO,MEXICO CITY,WINDOWS L1,FALSE,FALSE
36TB961,Windows,,UNITED STATES,RARITAN,GLOBAL SERVICE DESK,FALSE,FALSE
3730-0924-0313-1567-6409-4196-89,Server,,,,,TRUE,FALSE
3739A42052,Unix,,UNITED STATES,LITITZ,UNIX L1,FALSE,FALSE
38QWD1S,Windows,,,UNKNOWN,WINDOWS L1,FALSE,FALSE
3911-6264-4132-5260-2064-6105-33,Server,,,,,TRUE,FALSE
399L23J,Windows,,BELGIUM,BEERSE,BUIT MANAGED,FALSE,FALSE
39F1T1J,Windows,,BELGIUM,BEERSE,BUIT MANAGED,FALSE,FALSE
39P9Y1J,Server,,GERMANY,KIRKEL LIMBACH,BUIT MANAGED,FALSE,FALSE
3B62MU1842,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3B63MU1472,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3B63MU4838,Windows,,UNITED KINGDOM,INVERNESS,WINDOWS L1,FALSE,FALSE
3B63MU5718,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3B63MU6288,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3B64MU5569,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3B64MU7165,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3B65MU3831,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3B66MU0181,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3B66MU2008,Windows,,BRAZIL,SAO JOSE DOS CAMPOS,WINDOWS L1,FALSE,FALSE
3B66MU2035,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3B66MU6640,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3B67MU0019,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3B68MU4623,Windows,,PUERTO RICO,AGUADILLA,WINDOWS L1,FALSE,FALSE
3B68MU5281,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3B68MU7127,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3B68MU7707,Windows,,BRAZIL,SAO JOSE DOS CAMPOS,WINDOWS L1,FALSE,FALSE
3B68MU8510,Windows,,BRAZIL,SAO JOSE DOS CAMPOS,WINDOWS L1,FALSE,FALSE
3B6AMU3884,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3B6CMU0774,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3B92MP0562,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3CBK21S,Windows,,,UNKNOWN,WINDOWS L1,FALSE,FALSE
3F64MU3320,Windows,,IRELAND,CASHEL,WINDOWS L1,FALSE,FALSE
3F69MV6254,Windows,,INDIA,PUNE,WINDOWS L1,FALSE,FALSE
3F71MU5213,Windows,,IRELAND,CORK,WINDOWS L1,FALSE,FALSE
3F73MU3533,Windows,,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
3H6AMK0394,Windows,,UNITED STATES,RARITAN,WINDOWS L2,FALSE,FALSE
3H83MK0660,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3HFWX91,Windows,,BRAZIL,SAO JOSE DOS CAMPOS,WINDOWS L1,FALSE,FALSE
3J89MP0240,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3J8CMP0028,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3JSDGZ01,Server,,BELGIUM,BEERSE,SECURITY EVENT & LOG MGT,FALSE,FALSE
3L67MU0988,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
3L9PZ12,Server,,UNITED STATES,ASHBURN,SECURITY EVENT & LOG MGT,FALSE,FALSE
3M8PZ12,Server,,UNITED STATES,ASHBURN,SECURITY EVENT & LOG MGT,FALSE,FALSE
3MQQZ12,Server,,,,SECURITY EVENT & LOG MGT,FALSE,FALSE
3MVPZ12,Server,,,,SECURITY EVENT & LOG MGT,FALSE,FALSE
3N7TX1J,Server,,CZECH REPUBLIC,PRAGUE,BUIT MANAGED,FALSE,FALSE
3NY5W2J,Server,,IRELAND,CORK,BUIT MANAGED,FALSE,FALSE
3TDW8Z1,Server,,UNITED STATES,RARITAN,SECURITY EVENT & LOG MGT,FALSE,FALSE
3UV1021H8X,Windows,,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
3UV1021H8Y,Windows,,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
3UV1022JV1,Windows,,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
3UV10240HB,Windows,,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
3UV10240HW,Windows,,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
3UV102418V,Windows,,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
3V0W8Z1,Server,,UNITED STATES,RARITAN,SECURITY EVENT & LOG MGT,FALSE,FALSE
