1183548,itmpbus6,0,Backup,itsusmpl00448p.jnj.com,"May 22, 2015 8:00:00 PM","May 22, 2015 10:12:03 PM",02:12:03,"20,087,744","252,352","2,551"
1183553,itmpbus1,0,Backup,itsusmpl00709p.jnj.com,"May 22, 2015 8:00:00 PM","May 23, 2015 12:28:13 AM",04:28:13,"28,176,032","195,055","1,758"
